movieId,movieTitle,movieRelease,revenue,audience,screen,screening ,movieNation,movieGrade,movieGenre,movieDirector,movieActors,movieTitleEng,movieScore,peopleVoted,moviePoster,movieStills,movieRuntime,moviePlot
270,롱디,2023-05-10,"308,893,500","36,777",262,"4,957",한국,12세이상관람가,"멜로/로맨스,코미디",임재완,"장동윤,박유나,고건한,전혜연,권동호,이서윤,조영길,방상현,강문봉,조대우,송영하,유아영,이승재,최진영,이승창,정진근,장의수,이시우",Long D,9.22,32,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230510_292%2F1683699014075weS1p_JPEG%2Fmovie_image.jpg,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230419_231%2F1681869591036I2Dyo_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230417_258%2F16817079204457gnUV_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230420_47%2F1681956625260TYp2g_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230417_36%2F1681708055590puF3L_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230419_37%2F16818697172443siRl_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230419_263%2F1681869739731Fggyc_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230427_284%2F1682561710536j86QX_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230419_285%2F1681869779165qvW54_JPEG%2Fmovie_image.jpg,101,사회초년생 ‘도하’와 인디 뮤지션 ‘태인’이 장거리 연애를 시작하면서 벌이는 언택트 러브 스토리
271,너와 나,2023-10-25,"358,461,993","36,683",76,"2,538",한국,12세이상관람가,드라마,조현철,"박혜수,김시은",The Dream Songs,8.81,211,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20231010_253%2F1696921313265QUdxk_JPEG%2Fmovie_image.jpg,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230921_188%2F1695259500458My40z_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230921_231%2F1695259514480IcHiF_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230921_165%2F1695259527058pDVKn_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230921_98%2F1695259541402dSkXc_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230921_67%2F1695259556044lX2l9_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230921_154%2F1695259568652zHNzj_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230921_287%2F1695259581114mTFkB_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230921_279%2F1695259595274dHvHy_JPEG%2Fmovie_image.jpg,118,"“오늘은 너한테 꼭 하고 싶은 말이 있는데” 수학여행을 하루 앞둔 오후, 세미는 이상한 꿈에서 깨어나 하은에게로 향한다. 오랫동안 눌러왔던 마음을 오늘은 반드시 전해야 할 것 같은 기분이 들었기 때문이다. 하지만 넘쳐 흐르는 마음과 달리 자꾸만 어긋나는 두 사람. 서툰 오해와 상처를 뒤로하고, 세미는 하은에게 진심을 고백할 수 있을까?"
272,배니싱: 미제사건,2022-03-30,"306,869,110","36,253",561,"7,966",프랑스,15세이상관람가,"범죄,스릴러",드니 데르쿠르,"유연석,올가 쿠릴렌코,예지원,최무성,이승준,성지루,박소이",Vanishing,5.28,236,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220330_286%2F1648624023771XRwIG_JPEG%2Fmovie_image.jpg,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220302_175%2F16461978773612xEuo_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220302_193%2F1646197899421GIQVR_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220302_202%2F1646197914595UgNwf_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220302_156%2F1646197954643PF80y_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220302_253%2F1646197970318C1DeW_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220302_242%2F1646197988130sdHds_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220302_114%2F1646198005804P0cfS_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220302_78%2F1646198037536KLH8x_JPEG%2Fmovie_image.jpg,88,"어느 날 심하게 훼손되어 신원을 알 수 없는 변사체가 발견되고 사건을 맡은 형사 ‘진호’(유연석)는 사체의 신원을 파악하기 위해 국제 법의학자 ‘알리스’(올가 쿠릴렌코)를 찾아 자문을 구한다. ‘알리스’는 최첨단 기술을 통해 사라진 흔적을 복원해내고, ‘진호’는 단서를 통해 단순한 살인 사건이 아닌 장기밀매 조직과 밀접한 관계가 있다는 것을 직감한다. 사건의 진상을 파헤치기 위해 의기투합한 두 사람은 국제적인 범죄 조직의 정체와 마주하게 되고 충격적이고 처참한 사건의 실체가 드러나게 되는데… 사라지는 건 모두 이유가 있다!"
273,스즈메의 문단속: 다녀왔어,2024-01-10,"366,141,797","36,143",185,"2,573",일본,12세이상관람가,애니메이션,신카이 마코토,"하라 나노카,마츠무라 호쿠토",,,,,,,
274,"아치의 노래, 정태춘",2022-05-18,"334,077,210","35,312",149,"2,648",한국,전체관람가,다큐멘터리,고영재,"정태춘,박은옥",,,,,,,
275,뒤틀린 집,2022-07-13,"331,549,100","34,886",156,"2,128",한국,15세이상관람가,"공포(호러),드라마,스릴러",강동헌,"서영희,김민재,김보민,조수향,박혁권,오자훈,노하연,경다은,김나은,강길우,박옥출,이도아,정구현,윤상,장지원,이유정,김애라",Contorted,4.00,7,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220622_39%2F1655865885623jk5Lz_JPEG%2Fmovie_image.jpg,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220615_191%2F1655268781428GbrIu_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220615_256%2F1655268820515oeGxF_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220615_40%2F1655268832513gH2YW_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220615_179%2F1655268850638RYmLa_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220615_293%2F1655268866765nKWon_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220615_129%2F1655268884351C5BoM_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220615_294%2F1655268900135wlFK7_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220615_221%2F1655268913071hyKVt_JPEG%2Fmovie_image.jpg,91,"피치 못할 사정으로 외딴집에 이사 오게 된 가족. 엄마 ‘명혜’는 이사 온 첫 날부터 이 집이 뒤틀렸다고 전하는 이웃집 여자의 경고와 창고에서 들리는 불길한 소리로 인해 밤잠을 설친다. 아빠 ‘현민’은 그런 ‘명혜’를 신경쇠약으로만 여기고, 둘째 딸 ‘희우’는 가족들이 보지 못하는 무언가를 마주하지만 그 사실을 숨긴다. 그러던 어느 날, 알 수 없는 기운에 이끌려 잠겨 있던 창고문을 열고 만 명혜는 무언가에 사로잡힌 듯 다른 사람처럼 행동하기 시작하는데… 뒤틀린 틈에서 시작된 비극이 가족을 집어삼키려 한다!"
276,봄날,2022-04-27,"239,876,830","34,236",455,"5,615",한국,15세이상관람가,"드라마,액션",이돈구,"손현주,박혁권,손숙,정석용,박소진,정지환,이지훈,허정도,김기정,서광재,이병길,정애화,김성대,박성남,이정수,김종호,김한나,류효정,김성준,오수민,박상아,우상기,이수광,현오봉,최윤빈,남기쁨,최정태,박성인,김만호,김동욱,이상묵,이동규,정창원,안성민,유동훈,이우룡,정연신,신준호,류경현,김정원,이진호,고훈목,백승우,이은석,김영노,고기혁,홍은정,김희성,현봉식",When Spring Comes,7.26,80,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220408_225%2F1649385822778ozJo0_JPEG%2Fmovie_image.jpg,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220322_26%2F1647913810699Fvpek_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220322_127%2F1647913830616jNKQC_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220322_112%2F16479138516256oNMx_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220322_274%2F1647913908181jBX6E_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220322_92%2F1647914136501cvEig_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220322_22%2F1647914156811zj98U_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220322_279%2F1647914321705py650_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20220322_285%2F1647914352340ngTtb_JPEG%2Fmovie_image.jpg,102,"한때는 잘나가던 큰형님 '호성'(손현주). 8년 만에 출소해 보니 남보다 못한 동생 '종성'(박혁권)은 애물단지 취급이고, 결혼을 앞둔 맏딸 '은옥'(박소진)과 오랜만에 만난 아들 '동혁'(정지환)은 '호성'이 부끄럽기만 하다. 아는 인맥 다 끌어 모은 아버지 장례식에서 부조금을 밑천삼아 기상천외한 비즈니스를 계획하며 제2의 전성기를 꿈꾸는데… 그런데…! 하필이면 세력 다툼을 하는 두 조직이 이곳에 함께 있는 것이 아닌가! 때마침 눈치라고는 1도 없는 '호성'의 친구 '양희'(정석용)가 술에 취해 오지랖을 부리는데... 일촉즉발! 수습불가! 과연 X버릇 남 못 준 '호성'에게 봄날이 찾아올까?"
277,뿌까의 짜장면파티,2022-07-04,"205,211,500","34,024",34,825,한국,전체관람가,기타,박상용,"유진주,임종웅,이은정,박중언,김기영,임재홍,신지윤,김민아,이지현,김은미,엄상현",,,,,,,
278,극장판 우당탕탕 은하안전단: 진정한 용기!,2023-11-30,"256,984,930","33,981",261,"2,486",한국,전체관람가,애니메이션,정지훈,"김은아,엄상현,이지현,이민규,전태열,정영웅,신용우,남도형,한만중,홍소영",2023,8.50,8,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20231113_250%2F1699866590386kMexf_JPEG%2Fmovie_image.jpg,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20231023_268%2F1698023427473s8QgH_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20231023_289%2F1698023440562ONESf_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20231023_281%2F1698023546571hbwOH_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20231023_259%2F1698023556790637UN_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20231023_80%2F1698023567273OMnpz_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20231023_149%2F16980235777728c125_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20231023_176%2F1698023589367NcUJJ_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20231023_6%2F1698023602652RTwxd_JPEG%2Fmovie_image.jpg,64,"진정한 용기를 찾아 나선 최고 겁쟁이 ‘철수’와 ‘쿠왕’의 우당탕탕 모험이 시작된다! 우주의 안전과 평화를 지키는 은하안전단의 대장 ‘철수’는 1등급 문어 괴물과 싸우다 잔뜩 겁을 먹고 우주선으로 도망친다. 한편, 저녁에 본 고양이 괴물이 무서워 잠들지 못하는 박살행성의 ‘쿠왕’. 두려움에 엉엉 운 ‘쿠왕’의 모습이 아침 신문 기사로 실리는 바람에 박살행성의 최고 겁쟁이로 낙인찍히고, ‘철수’와 ‘쿠왕’은 겁쟁이에서 탈출하고자 용감한 선장 ‘가르고리’에게 지도를 얻어 ‘용기의 가루’를 찾아 나선다. 그때, 호시탐탐 ‘쿠왕’의 자리를 노리던 ‘콩트 백작’이 메가 콩알 로봇을 앞세워 박살행성을 위기에 빠트리는데…"
279,스페이스 키드: 우주에서 살아남기,2022-12-07,"262,290,350","33,966",290,"1,683",프랑스,전체관람가,"애니메이션,어드벤처",에릭 토스티,,Terra Willy,8.90,29,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221118_244%2F1668733391485u46NI_JPEG%2Fmovie_image.jpg,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221115_264%2F1668492532951HIj3K_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221115_178%2F1668492556517YGswl_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221115_209%2F1668492571291TfGp7_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221115_38%2F1668492635842QzsAe_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221115_26%2F1668492654390chy6q_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221115_222%2F1668492675733pwoqK_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221115_108%2F1668492695258FtE6j_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221115_249%2F16684927156967R2Wz_JPEG%2Fmovie_image.jpg,90,"평화로운 우주 여행을 마치고 지구로 돌아가던 ‘윌리’는 소행성 충돌로 미지의 행성에 불시착한다. 호기심 많은 '윌리'는 구조대가 올 때까지 만능 로봇 ‘버크’와 사랑스러운 새 친구 ‘플래시’와 함께 신나는 탐험을 시작하는데… 과연, ‘윌리’와 친구들은 생존 미션에 성공해 가족들을 다시 만날 수 있을까?"
280,똑똑똑,2023-03-08,"298,318,620","33,771",472,"6,259",미국,15세이상관람가,"미스터리,스릴러",M. 나이트 샤말란,"데이브 바티스타,조나단 그로프,루퍼트 그린트",Knock at the Cabin,6.06,429,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230214_151%2F1676342888596TeK4I_JPEG%2Fmovie_image.jpg,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230221_104%2F1676943268445Hy0aO_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230221_141%2F16769433023812tviw_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230221_269%2F1676943330320UVBc5_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230221_273%2F1676943346099RlS9w_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230221_112%2F1676943360363y61Nj_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230221_4%2F1676943382713rUUQB_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230221_135%2F1676943403847BWY6r_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230221_294%2F1676943420103AixE4_JPEG%2Fmovie_image.jpg,100,"휴가를 떠난 한 가족은 별장에 무단침입한 낯선 방문자들과 대치하게 된다. ‘레너드’(데이브 바티스타)와 낯선 방문자들은 세상의 종말을 막으러 왔다며, 가족 중 한 명을 희생시켜야만 인류의 멸망을 막을 수 있다는 잔혹한 선택을 하게 하는데… 가족을 살리면 인류가 멸망하고, 인류를 살리면 가족이 죽는다!"
281,몬스터 하우스2: 인비져블 피닉스,2023-02-02,"294,228,222","33,671",357,"3,069",러시아,전체관람가,"애니메이션,판타지,어드벤처",데니스 체르노프,석승훈,Finnick,7.70,20,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230120_114%2F16742051296728IGUd_JPEG%2Fmovie_image.jpg,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230110_205%2F1673316339987gVhjM_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230110_58%2F1673316848310TEIr9_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230110_154%2F1673316862908XX0Q8_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230110_236%2F167331687929546h0y_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230110_18%2F1673316906897DfvFI_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230110_137%2F1673316939250JtdgM_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230110_106%2F1673316963051aUlks_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20230110_150%2F16733169892043ectr_JPEG%2Fmovie_image.jpg,85,"사람에게는 보이지 않지만 집을 돌보고 유지하는 집 요정 ‘핀’ 열심히 집을 지키는 핀들과 다르게 아웃사이더인 ‘피닉’은 사람들을 싫어한다. 사람은 그저 시끄럽고 자신을 괴롭히는 존재일 뿐! 이사 오는 모든 사람들을 괴롭히며 내쫓기 바쁜 ‘피닉’의 집에 범상치 않은 소녀 ‘크리스틴’ 가족이 이사를 오게 되고 설상가상으로 ‘크리스틴’에게 정체까지 들켜버린다. 한편, 마을에 미스터리한 소동이 일어나 평화가 깨져버리고 뜻하지 않은 위험에 처한 ‘핀’과 ‘크리스틴’! 과연 마을을 덮친 ‘그것’의 정체를 밝히고 집을 지켜낼 수 있을까?"
282,몬스터 신부: 101번째 프로포즈,2022-12-28,"297,877,600","33,428",226,"2,193",헝가리,전체관람가,"애니메이션,코미디,판타지,어드벤처",,"황창영,박시윤,최정현",How to Save the Immortal,6.82,11,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221208_79%2F1670484193384Wix0b_JPEG%2Fmovie_image.jpg,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221013_218%2F1665648485711UHLpg_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221013_237%2F1665648495362Vmazr_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221013_8%2F1665648590036eX8lO_PNG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221013_231%2F1665648658748X5fc0_PNG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221013_162%2F1665648674296CgTde_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221013_294%2F1665648686795eN1ul_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221013_71%2F1665648700509bYwcs_JPEG%2Fmovie_image.jpg|https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fmovie-phinf.pstatic.net%2F20221013_155%2F1665648712923HP7tg_PNG%2Fmovie_image.jpg,76,"300년동안 전세계 공주 100명에게 프로포즈 하지만 모두 거절당해 실의에 빠진 몬스터 백작, 드라이본. 일주일 내로 신붓감을 찾지 못하면 끔찍한 지옥의 마녀 ‘마라’와 결혼해야만 한다. 게다가 자신의 영원한 생명이 담긴 마법 바늘마저 도둑맞아 영혼이 사라질 위기에 처한다. 드라이본은 좁쌀 왕국 렌틸왕의 음모로 바늘을 되찾기 위해 겁나큰 왕국의 바바라공주를 납치하지만 공주를 본 순간 한눈에 사랑에 빠지는데… 과연 몬스터 백작은 무사히 마법 바늘을 되찾고 101번째 프로포즈에 성공할 수 있을까? 사랑이냐? 영원한 생명이냐? 그것이 문제로다! 몬스터 백작, 극한의 코믹 웨딩 어드벤처가 시작된다!"
